,task_id,pass_5
0,5,1.0
1,6,1.0
2,8,1.0
3,9,1.0
4,11,1.0
5,12,1.0
6,13,0.0
7,17,1.0
8,18,0.0
9,19,1.0
10,20,0.7777777777777778
11,21,0.9166666666666666
12,22,0.0
13,23,1.0
14,24,0.0
15,25,0.0
16,26,1.0
17,27,0.0
18,31,0.996031746031746
19,35,0.0
20,36,1.0
21,37,0.0
22,41,0.996031746031746
23,42,0.0
24,43,1.0
25,44,1.0
26,45,0.0
27,46,0.996031746031746
28,47,0.0
29,52,1.0
30,54,0.0
31,55,1.0
32,56,1.0
33,57,0.0
34,58,0.996031746031746
35,59,0.5
36,60,1.0
37,62,1.0
38,64,0.996031746031746
39,65,1.0
40,67,0.996031746031746
41,68,0.0
42,70,0.996031746031746
43,71,0.0
44,72,0.996031746031746
45,73,0.0
46,74,0.0
47,75,0.0
48,76,1.0
49,77,0.0
50,78,0.0
51,79,0.0
52,80,0.0
53,81,1.0
54,83,1.0
55,84,0.0
56,86,0.0
57,214,0.0
58,215,0.0
59,219,0.0
60,220,1.0
61,224,0.0
62,226,0.0
63,227,0.0
64,229,0.0
65,230,1.0
66,231,0.0
67,232,0.0
68,233,1.0
69,234,0.0
70,235,1.0
71,240,0.0
72,241,0.0
73,242,1.0
74,248,0.0
75,249,0.0
76,250,0.0
77,253,0.0
78,255,0.0
79,256,0.0
80,258,0.0
81,259,1.0
82,260,0.0
83,262,0.0
84,263,1.0
85,264,0.0
86,266,0.0
87,267,1.0
88,268,1.0
89,269,1.0
90,281,1.0
91,282,0.0
92,286,0.0
93,291,0.0
94,366,0.0
95,369,0.0
96,370,0.0
97,380,0.0
98,381,0.0
99,390,0.0
100,392,1.0
101,395,1.0
102,396,1.0
103,401,1.0
104,404,0.0
105,405,1.0
106,406,0.0
107,410,0.0
108,413,0.0
109,414,0.0
110,420,0.0
111,423,0.0
112,424,0.0
113,427,0.0
114,430,1.0
115,431,1.0
116,442,1.0
117,443,0.0
118,444,0.0
119,445,0.0
120,451,0.0
121,460,1.0
122,462,1.0
123,465,0.0
124,468,0.0
125,470,0.0
126,471,0.0
127,474,0.0
128,475,0.0
129,476,0.0
130,482,0.0
131,483,1.0
132,485,0.0
133,486,0.0
134,487,1.0
135,488,0.0
136,490,0.0
137,492,0.0
138,493,0.0
139,494,0.0
140,495,0.0
141,496,1.0
142,498,0.0
143,499,0.0
144,500,0.0
145,501,1.0
146,505,0.0
147,506,0.0
148,507,1.0
149,509,0.0
150,510,1.0
151,511,1.0
152,512,0.0
153,513,1.0
154,514,1.0
155,515,0.0
156,516,0.0
157,517,0.0
158,518,0.0
159,519,1.0
160,520,1.0
161,521,0.0
162,522,0.0
163,523,1.0
164,524,0.0
165,525,0.0
166,526,1.0
167,527,0.0
168,546,0.0
169,547,1.0
170,551,0.0
171,552,1.0
172,555,0.0
173,557,1.0
174,558,1.0
175,87,0.0
176,88,0.0
177,89,0.0
178,92,0.0
179,93,0.0
180,95,1.0
181,96,0.0
182,97,0.0
183,99,1.0
184,100,1.0
185,101,1.0
186,103,0.0
187,104,1.0
188,106,0.0
189,107,1.0
190,108,1.0
191,109,1.0
192,110,1.0
193,111,0.0
194,112,0.0
195,113,0.0
196,114,0.0
197,115,1.0
198,116,1.0
199,117,1.0
200,118,1.0
201,119,1.0
202,120,1.0
203,121,1.0
204,122,0.0
205,123,0.0
206,124,1.0
207,125,0.0
208,127,0.0
209,129,1.0
210,130,0.0
211,131,0.0
212,132,0.0
213,133,1.0
214,134,0.0
215,135,1.0
216,137,1.0
217,138,1.0
218,139,0.0
219,292,0.0
220,293,0.0
221,298,0.0
222,299,1.0
223,300,1.0
224,305,1.0
225,306,0.0
226,308,1.0
227,313,0.0
228,315,1.0
229,317,1.0
230,318,1.0
231,319,1.0
232,320,1.0
233,322,1.0
234,323,1.0
235,326,1.0
236,447,1.0
237,449,1.0
238,450,1.0
239,528,0.0
240,529,0.0
241,530,1.0
242,532,1.0
243,533,1.0
244,534,1.0
245,535,0.0
246,536,0.0
247,537,1.0
248,538,0.0
249,540,1.0
250,541,1.0
251,542,0.0
252,543,1.0
253,544,1.0
254,545,1.0
255,559,1.0
256,560,0.0
257,140,0.0
258,141,0.0
259,142,0.0
260,143,1.0
261,144,1.0
262,145,1.0
263,146,0.0
264,147,1.0
265,148,0.0
266,150,0.0
267,152,0.0
268,153,0.0
269,154,0.0
270,155,0.0
271,156,1.0
272,157,0.0
273,158,1.0
274,159,1.0
275,160,0.0
276,161,0.0
277,162,1.0
278,163,0.0
279,164,0.0
280,165,0.0
281,166,0.0
282,167,1.0
283,168,0.0
284,169,1.0
285,331,1.0
286,334,0.0
287,341,0.0
288,342,0.0
289,343,0.0
290,565,1.0
291,566,1.0
292,567,1.0
293,569,0.0
294,570,0.0
295,571,0.0
296,572,0.0
297,575,1.0
298,576,1.0
299,577,1.0
300,578,1.0
301,581,0.0
302,582,1.0
303,583,1.0
304,584,1.0
305,585,1.0
306,586,0.0
307,170,0.0
308,173,0.0
309,174,0.0
310,176,0.0
311,177,1.0
312,178,1.0
313,179,0.0
314,180,0.0
315,181,0.0
316,348,1.0
317,349,0.0
318,350,1.0
319,352,0.0
320,609,1.0
321,611,1.0
322,612,0.0
323,614,1.0
324,615,1.0
325,616,0.0
326,625,0.0
327,626,0.0
328,628,0.0
329,630,1.0
330,631,0.0
331,632,0.0
332,633,0.0
333,183,1.0
334,184,0.0
335,187,1.0
336,188,1.0
337,189,1.0
338,190,0.0
339,191,0.0
340,196,0.0
341,197,0.0
342,198,0.0
343,200,0.0
344,202,0.0
345,203,0.0
346,204,0.0
347,205,1.0
348,206,0.0
349,207,1.0
350,209,1.0
351,210,1.0
352,354,1.0
353,355,1.0
354,356,1.0
355,357,1.0
356,358,0.0
357,365,1.0
358,481,0.0
359,589,1.0
360,590,0.0
361,592,0.0
362,594,1.0
363,595,1.0
364,597,0.0
365,598,1.0
366,599,1.0
367,601,1.0
368,603,1.0
369,604,1.0
370,605,1.0
371,606,1.0
