,task_id,pass_3
0,5,0.0
1,6,0.0
2,1,0.0
3,8,0.0
4,9,0.0
5,11,0.9916666666666667
6,12,0.0
7,13,0.8333333333333334
8,17,0.7083333333333333
9,18,0.0
10,19,0.9916666666666667
11,20,0.0
12,21,0.0
13,22,0.9916666666666667
14,23,0.0
15,24,0.0
16,26,0.9166666666666666
17,27,0.5333333333333333
18,28,0.0
19,31,0.7083333333333333
20,35,0.8333333333333334
21,36,0.0
22,41,0.0
23,42,0.0
24,43,1.0
25,44,1.0
26,45,0.0
27,46,0.0
28,47,0.0
29,52,0.0
30,54,0.0
31,55,0.0
32,56,0.0
33,58,0.0
34,59,0.0
35,60,0.0
36,62,0.0
37,64,0.0
38,65,0.0
39,67,0.0
40,68,0.0
41,70,0.0
42,71,0.0
43,72,0.0
44,73,0.0
45,75,0.0
46,76,0.0
47,77,0.0
48,78,0.0
49,79,0.0
50,80,0.0
51,81,0.0
52,83,0.0
53,84,0.0
54,86,0.0
55,214,0.0
56,215,0.0
57,219,0.0
58,220,1.0
59,224,0.0
60,226,0.0
61,229,0.0
62,230,0.0
63,231,0.0
64,232,0.0
65,233,0.0
66,234,0.0
67,235,0.0
68,241,0.0
69,242,0.0
70,244,0.0
71,248,0.0
72,250,0.0
73,256,0.0
74,259,0.0
75,260,0.0
76,262,0.0
77,263,0.0
78,264,0.0
79,267,0.0
80,268,0.0
81,269,0.0
82,281,0.0
83,282,0.0
84,286,0.0
85,290,0.0
86,291,0.0
87,369,1.0
88,370,0.0
89,380,0.0
90,381,1.0
91,386,1.0
92,390,1.0
93,392,1.0
94,395,0.0
95,396,0.0
96,401,0.0
97,404,0.0
98,405,0.0
99,406,0.0
100,410,0.0
101,413,0.0
102,423,0.0
103,424,0.0
104,427,0.0
105,430,0.0
106,431,0.0
107,433,0.0
108,444,0.0
109,445,0.0
110,451,0.9166666666666666
111,460,0.5333333333333333
112,462,0.0
113,465,0.5333333333333333
114,468,0.5333333333333333
115,469,0.0
116,470,0.30000000000000004
117,471,0.30000000000000004
118,474,0.0
119,475,0.30000000000000004
120,476,0.5333333333333333
121,482,0.0
122,483,0.7083333333333333
123,485,0.0
124,486,0.7083333333333333
125,487,0.0
126,488,0.5333333333333333
127,490,0.30000000000000004
128,492,0.0
129,493,0.0
130,494,0.0
131,495,0.0
132,496,0.8333333333333334
133,498,0.7083333333333333
134,499,0.0
135,500,1.0
136,501,1.0
137,505,1.0
138,506,1.0
139,507,1.0
140,509,1.0
141,510,0.0
142,511,1.0
143,512,0.9166666666666666
144,513,0.9166666666666666
145,514,0.9166666666666666
146,515,0.30000000000000004
147,516,0.8333333333333334
148,517,0.8333333333333334
149,518,0.30000000000000004
150,519,0.9166666666666666
151,520,1.0
152,521,0.0
153,522,1.0
