,task_id,pass_3
0,5,1.0
1,6,1.0
2,8,0.9666666666666667
3,9,1.0
4,11,1.0
5,12,1.0
6,13,0.8333333333333334
7,17,1.0
8,18,0.8333333333333334
9,19,1.0
10,20,0.8333333333333334
11,21,0.8333333333333334
12,22,0.8333333333333334
13,23,1.0
14,24,0.0
15,25,0.5333333333333333
16,26,1.0
17,27,0.7083333333333333
18,31,0.30000000000000004
19,35,1.0
20,36,1.0
21,37,0.8333333333333334
22,41,1.0
23,42,0.0
24,43,1.0
25,44,1.0
26,45,0.8333333333333334
27,46,1.0
28,51,0.9166666666666666
29,52,1.0
30,54,0.0
31,55,1.0
32,56,0.0
33,57,0.0
34,58,0.0
35,59,0.0
36,60,0.0
37,62,1.0
38,64,0.0
39,65,1.0
40,67,0.0
41,68,0.0
42,71,0.0
43,72,0.0
44,73,1.0
45,74,0.0
46,75,0.0
47,76,1.0
48,77,0.0
49,78,0.0
50,79,0.0
51,80,0.0
52,81,0.0
53,83,1.0
54,86,0.0
55,214,0.0
56,215,0.0
57,219,0.0
58,220,0.0
59,224,0.0
60,226,0.0
61,227,0.0
62,229,0.0
63,230,1.0
64,231,0.0
65,232,0.0
66,233,1.0
67,234,0.0
68,235,1.0
69,240,0.0
70,241,0.0
71,242,1.0
72,248,0.0
73,249,0.0
74,250,0.0
75,253,0.0
76,255,0.0
77,256,0.0
78,258,0.0
79,259,1.0
80,260,0.0
81,262,0.0
82,263,0.0
83,264,0.0
84,266,0.0
85,267,0.0
86,268,1.0
87,269,1.0
88,281,1.0
89,282,1.0
90,286,0.0
91,366,0.0
92,369,0.0
93,370,0.0
94,380,0.0
95,381,0.0
96,390,0.0
97,392,1.0
98,395,1.0
99,396,1.0
100,401,0.0
101,404,0.0
102,405,1.0
103,406,0.0
104,410,0.0
105,413,0.0
106,414,0.0
107,420,0.0
108,423,0.0
109,424,1.0
110,427,0.0
111,430,1.0
112,431,0.0
113,433,0.0
114,442,1.0
115,443,0.0
116,444,0.0
117,445,0.0
118,451,0.0
119,460,1.0
120,462,1.0
121,465,0.0
122,468,0.0
123,469,1.0
124,470,0.0
125,471,0.0
126,474,0.0
127,475,1.0
128,476,0.0
129,482,0.0
130,483,1.0
131,485,0.0
132,486,0.0
133,487,1.0
134,488,0.0
135,490,0.0
136,492,0.0
137,493,0.0
138,494,1.0
139,495,0.0
140,496,1.0
141,498,1.0
142,499,0.0
143,500,0.0
144,501,1.0
145,505,0.0
146,506,0.0
147,507,1.0
148,509,1.0
149,510,1.0
150,511,0.0
151,512,0.0
152,513,1.0
153,514,0.0
154,515,0.0
155,516,0.0
156,517,0.0
157,518,0.0
158,519,1.0
159,520,1.0
160,521,1.0
161,522,0.0
162,523,1.0
163,524,0.0
164,525,0.0
165,526,0.0
166,547,1.0
167,551,1.0
168,552,0.0
169,555,0.0
170,557,0.0
171,558,0.0
172,87,0.0
173,88,0.0
174,89,1.0
175,92,0.0
176,93,0.0
177,95,0.0
178,96,0.0
179,97,1.0
180,99,1.0
181,100,0.0
182,101,0.0
183,103,0.0
184,106,0.0
185,107,1.0
186,108,1.0
187,109,1.0
188,110,0.0
189,112,0.0
190,113,0.0
191,114,0.0
192,115,1.0
193,116,0.0
194,117,1.0
195,118,1.0
196,119,0.0
197,120,0.0
198,121,0.0
199,122,0.0
200,123,0.0
201,124,1.0
202,125,0.0
203,127,0.0
204,129,1.0
205,133,0.0
206,134,0.0
207,135,1.0
208,137,1.0
209,138,1.0
210,139,0.0
211,292,0.0
212,293,0.0
213,298,0.0
214,299,1.0
215,300,0.0
216,305,1.0
217,306,1.0
218,308,1.0
219,313,0.0
220,315,1.0
221,317,1.0
222,318,1.0
223,319,1.0
224,320,1.0
225,322,1.0
226,323,1.0
227,326,1.0
228,447,1.0
229,449,1.0
230,450,1.0
231,528,0.0
232,529,0.0
233,530,1.0
234,532,1.0
235,533,1.0
236,534,0.0
237,535,0.0
238,536,0.0
239,537,1.0
240,540,1.0
241,541,1.0
242,542,0.0
243,543,1.0
244,544,1.0
245,545,1.0
246,559,1.0
247,560,1.0
248,140,0.0
249,141,0.0
250,142,0.0
251,143,1.0
252,144,1.0
253,145,0.0
254,146,1.0
255,147,1.0
256,148,1.0
257,150,0.0
258,151,0.0
259,153,0.0
260,154,0.0
261,155,0.0
262,156,1.0
263,157,1.0
264,158,1.0
265,159,1.0
266,160,0.0
267,161,0.0
268,162,1.0
269,163,0.0
270,164,1.0
271,165,1.0
272,166,0.0
273,167,0.0
274,168,0.0
275,169,0.0
276,331,1.0
277,334,0.0
278,341,0.0
279,342,0.0
280,343,0.0
281,565,1.0
282,566,1.0
283,567,0.0
284,569,0.0
285,570,0.0
286,571,0.0
287,572,0.0
288,575,1.0
289,576,1.0
290,577,1.0
291,578,1.0
292,581,0.0
293,582,1.0
294,583,1.0
295,584,0.0
296,585,0.0
297,586,0.0
298,170,0.0
299,173,0.0
300,174,0.0
301,176,0.0
302,177,1.0
303,178,0.0
304,179,0.0
305,180,0.0
306,181,0.0
307,348,1.0
308,349,1.0
309,350,1.0
310,352,0.0
311,609,1.0
312,611,1.0
313,612,0.0
314,614,1.0
315,615,1.0
316,616,0.0
317,625,0.0
318,626,0.0
319,628,0.0
320,630,1.0
321,631,0.0
322,632,0.0
323,633,0.0
324,183,0.0
325,184,0.0
326,187,1.0
327,188,0.0
328,189,1.0
329,190,0.0
330,191,0.0
331,196,1.0
332,197,0.0
333,198,0.0
334,200,0.0
335,202,0.0
336,203,0.0
337,204,0.0
338,205,1.0
339,206,0.0
340,207,1.0
341,209,0.0
342,210,1.0
343,355,1.0
344,356,1.0
345,357,1.0
346,358,0.0
347,365,0.0
348,481,0.0
349,589,1.0
350,590,0.0
351,592,1.0
352,594,1.0
353,595,1.0
354,597,1.0
355,598,0.0
356,599,1.0
357,601,1.0
358,603,1.0
359,604,1.0
360,605,1.0
361,606,1.0
