,task_id,pass_5
0,5,1.0
1,6,0.9761904761904762
2,8,0.5
3,9,0.9166666666666666
4,11,0.9761904761904762
5,12,1.0
6,13,0.9761904761904762
7,17,1.0
8,18,0.9761904761904762
9,19,1.0
10,20,0.9761904761904762
11,21,0.0
12,22,0.9761904761904762
13,23,1.0
14,24,0.9166666666666666
15,25,0.9761904761904762
16,26,0.9761904761904762
17,27,0.0
18,31,0.9761904761904762
19,35,0.9761904761904762
20,36,1.0
21,37,0.9761904761904762
22,41,1.0
23,42,0.7777777777777778
24,43,1.0
25,44,1.0
26,45,0.0
27,46,1.0
28,51,0.0
29,52,0.0
30,54,0.0
31,55,0.0
32,56,0.0
33,57,0.0
34,58,0.0
35,59,0.0
36,60,0.0
37,62,0.0
38,64,0.0
39,65,0.0
40,67,0.0
41,68,1.0
42,71,0.0
43,72,0.0
44,73,0.0
45,74,0.0
46,75,0.0
47,76,1.0
48,77,0.0
49,78,0.0
50,79,0.0
51,80,0.0
52,81,1.0
53,83,1.0
54,84,1.0
55,86,0.0
56,214,0.0
57,215,0.0
58,219,0.0
59,220,0.0
60,224,0.0
61,226,0.0
62,227,0.0
63,229,0.0
64,230,1.0
65,231,0.0
66,232,0.0
67,233,0.0
68,234,0.0
69,235,0.0
70,240,0.0
71,241,0.0
72,242,0.0
73,248,0.0
74,249,0.0
75,250,0.0
76,253,0.0
77,255,0.0
78,256,1.0
79,258,0.0
80,259,1.0
81,260,0.0
82,262,0.0
83,263,0.0
84,264,0.0
85,266,0.0
86,267,1.0
87,268,1.0
88,269,0.0
89,281,1.0
90,282,1.0
91,286,1.0
92,366,0.0
93,369,0.0
94,370,0.0
95,380,0.0
96,381,0.0
97,386,0.0
98,390,0.0
99,392,1.0
100,395,1.0
101,396,1.0
102,401,0.0
103,404,0.0
104,405,1.0
105,406,0.0
106,410,0.0
107,413,0.0
108,414,0.0
109,420,0.0
110,423,0.0
111,424,1.0
112,427,0.0
113,430,1.0
114,431,0.0
115,433,0.0
116,442,1.0
117,443,0.0
118,444,0.0
119,445,0.0
120,451,0.0
121,460,1.0
122,462,1.0
123,465,0.0
124,468,0.0
125,469,1.0
126,470,0.0
127,471,0.0
128,475,1.0
129,476,0.0
130,482,0.0
131,483,0.0
132,485,0.0
133,486,0.0
134,487,0.0
135,490,0.0
136,492,0.0
137,493,0.0
138,494,1.0
139,495,1.0
140,496,1.0
141,498,1.0
142,499,1.0
143,500,0.0
144,501,1.0
145,505,0.0
146,506,0.0
147,507,1.0
148,509,1.0
149,510,1.0
150,511,1.0
151,512,0.0
152,513,1.0
153,514,0.0
154,515,0.0
155,516,0.0
156,517,0.0
157,518,0.0
158,519,1.0
159,520,1.0
160,521,0.0
161,522,0.0
162,523,0.0
163,524,0.0
164,525,0.0
165,526,0.0
166,527,0.0
167,551,0.0
168,552,0.0
169,555,0.0
170,557,0.0
171,558,0.0
172,87,0.0
173,88,0.0
174,89,1.0
175,92,0.0
176,93,1.0
177,95,1.0
178,96,0.0
179,97,1.0
180,99,0.0
181,100,0.0
182,101,0.0
183,103,0.0
184,106,0.0
185,107,0.0
186,108,1.0
187,109,1.0
188,110,1.0
189,112,0.0
190,113,0.0
191,114,1.0
192,115,1.0
193,116,0.0
194,117,0.0
195,118,1.0
196,119,0.0
197,120,0.0
198,121,0.0
199,122,0.0
200,123,1.0
201,124,1.0
202,125,0.0
203,127,0.0
204,129,1.0
205,130,0.0
206,133,0.0
207,134,0.0
208,135,1.0
209,137,0.0
210,138,1.0
211,139,0.0
212,292,0.0
213,293,0.0
214,298,0.0
215,299,0.0
