1,0,deepseek-coder-6.7b-instruct
5,0,deepseek-coder-6.7b-instruct
6,0,deepseek-coder-6.7b-instruct
8,0,deepseek-coder-6.7b-instruct
9,0,deepseek-coder-6.7b-instruct
11,0,deepseek-coder-6.7b-instruct
12,0,deepseek-coder-6.7b-instruct
13,1,deepseek-coder-6.7b-instruct
17,0,deepseek-coder-6.7b-instruct
18,1,deepseek-coder-6.7b-instruct
19,0,deepseek-coder-6.7b-instruct
20,1,deepseek-coder-6.7b-instruct
21,0,deepseek-coder-6.7b-instruct
22,0,deepseek-coder-6.7b-instruct
23,0,deepseek-coder-6.7b-instruct
24,0,deepseek-coder-6.7b-instruct
25,0,deepseek-coder-6.7b-instruct
26,0,deepseek-coder-6.7b-instruct
27,1,deepseek-coder-6.7b-instruct
28,0,deepseek-coder-6.7b-instruct
31,0,deepseek-coder-6.7b-instruct
35,1,deepseek-coder-6.7b-instruct
36,0,deepseek-coder-6.7b-instruct
41,1,deepseek-coder-6.7b-instruct
42,0,deepseek-coder-6.7b-instruct
43,0,deepseek-coder-6.7b-instruct
44,0,deepseek-coder-6.7b-instruct
45,0,deepseek-coder-6.7b-instruct
46,0,deepseek-coder-6.7b-instruct
47,1,deepseek-coder-6.7b-instruct
52,0,deepseek-coder-6.7b-instruct
54,1,deepseek-coder-6.7b-instruct
55,3,deepseek-coder-6.7b-instruct
56,0,deepseek-coder-6.7b-instruct
58,0,deepseek-coder-6.7b-instruct
59,0,deepseek-coder-6.7b-instruct
60,1,deepseek-coder-6.7b-instruct
62,0,deepseek-coder-6.7b-instruct
64,1,deepseek-coder-6.7b-instruct
65,0,deepseek-coder-6.7b-instruct
67,1,deepseek-coder-6.7b-instruct
68,0,deepseek-coder-6.7b-instruct
70,0,deepseek-coder-6.7b-instruct
71,0,deepseek-coder-6.7b-instruct
72,1,deepseek-coder-6.7b-instruct
73,0,deepseek-coder-6.7b-instruct
74,0,deepseek-coder-6.7b-instruct
75,1,deepseek-coder-6.7b-instruct
76,0,deepseek-coder-6.7b-instruct
77,1,deepseek-coder-6.7b-instruct
78,1,deepseek-coder-6.7b-instruct
79,2,deepseek-coder-6.7b-instruct
80,0,deepseek-coder-6.7b-instruct
81,0,deepseek-coder-6.7b-instruct
83,0,deepseek-coder-6.7b-instruct
84,1,deepseek-coder-6.7b-instruct
86,0,deepseek-coder-6.7b-instruct
214,1,deepseek-coder-6.7b-instruct
215,1,deepseek-coder-6.7b-instruct
219,0,deepseek-coder-6.7b-instruct
220,1,deepseek-coder-6.7b-instruct
224,1,deepseek-coder-6.7b-instruct
226,1,deepseek-coder-6.7b-instruct
227,1,deepseek-coder-6.7b-instruct
229,1,deepseek-coder-6.7b-instruct
230,1,deepseek-coder-6.7b-instruct
231,1,deepseek-coder-6.7b-instruct
232,1,deepseek-coder-6.7b-instruct
233,2,deepseek-coder-6.7b-instruct
234,1,deepseek-coder-6.7b-instruct
235,0,deepseek-coder-6.7b-instruct
241,1,deepseek-coder-6.7b-instruct
242,0,deepseek-coder-6.7b-instruct
248,1,deepseek-coder-6.7b-instruct
250,1,deepseek-coder-6.7b-instruct
255,1,deepseek-coder-6.7b-instruct
256,0,deepseek-coder-6.7b-instruct
259,0,deepseek-coder-6.7b-instruct
260,0,deepseek-coder-6.7b-instruct
262,0,deepseek-coder-6.7b-instruct
263,0,deepseek-coder-6.7b-instruct
264,0,deepseek-coder-6.7b-instruct
266,1,deepseek-coder-6.7b-instruct
267,1,deepseek-coder-6.7b-instruct
268,0,deepseek-coder-6.7b-instruct
269,1,deepseek-coder-6.7b-instruct
281,2,deepseek-coder-6.7b-instruct
282,1,deepseek-coder-6.7b-instruct
286,0,deepseek-coder-6.7b-instruct
290,0,deepseek-coder-6.7b-instruct
291,0,deepseek-coder-6.7b-instruct
369,0,deepseek-coder-6.7b-instruct
370,1,deepseek-coder-6.7b-instruct
380,0,deepseek-coder-6.7b-instruct
381,0,deepseek-coder-6.7b-instruct
386,0,deepseek-coder-6.7b-instruct
390,0,deepseek-coder-6.7b-instruct
392,0,deepseek-coder-6.7b-instruct
395,0,deepseek-coder-6.7b-instruct
396,1,deepseek-coder-6.7b-instruct
401,0,deepseek-coder-6.7b-instruct
404,0,deepseek-coder-6.7b-instruct
405,1,deepseek-coder-6.7b-instruct
406,0,deepseek-coder-6.7b-instruct
410,0,deepseek-coder-6.7b-instruct
412,1,deepseek-coder-6.7b-instruct
413,4,deepseek-coder-6.7b-instruct
420,1,deepseek-coder-6.7b-instruct
423,0,deepseek-coder-6.7b-instruct
424,0,deepseek-coder-6.7b-instruct
427,1,deepseek-coder-6.7b-instruct
430,0,deepseek-coder-6.7b-instruct
431,0,deepseek-coder-6.7b-instruct
433,1,deepseek-coder-6.7b-instruct
443,1,deepseek-coder-6.7b-instruct
444,5,deepseek-coder-6.7b-instruct
445,1,deepseek-coder-6.7b-instruct
